id,cod_autor,nome_autor,partido,uf,ano,tipo_emenda,funcao,funcao_nome,subfuncao,subfuncao_nome,valor_empenhado,valor_pago,descricao
129,220701,Delegado Matheus Laiola,UNIÃO,PR,2023,Individual,13,Cultura,451,Infraestrutura Urbana,14183383.74,12332398.61,Emenda individual de Delegado Matheus Laiola (UNIÃO/PR) para Cultura - Infraestrutura Urbana em 2023
130,160601,Pr. Marco Feliciano,PL,SP,2020,Individual,10,Saude,512,Saneamento Basico Urbano,4916779.42,4814162.83,Emenda individual de Pr. Marco Feliciano (PL/SP) para Saude - Saneamento Basico Urbano em 2020
131,220616,Luciano Vieira,REPUBLICANOS,RJ,2020,Bancada,19,Ciencia e Tecnologia,782,Transporte Rodoviario,8184644.56,4822992.51,Emenda bancada de Luciano Vieira (REPUBLICANOS/RJ) para Ciencia e Tecnologia - Transporte Rodoviario em 2020
132,204518,Dr. Frederico,PATRIOTA,MG,2024,Bancada,16,Habitacao,365,Educacao Infantil,9418590.26,7836204.7,Emenda bancada de Dr. Frederico (PATRIOTA/MG) para Habitacao - Educacao Infantil em 2024
133,220540,Duda Ramos,MDB,RR,2021,Comissao,26,Transporte,782,Transporte Rodoviario,6627929.82,5227945.48,Emenda comissao de Duda Ramos (MDB/RR) para Transporte - Transporte Rodoviario em 2021
134,220595,Coronel Fernanda,PL,MT,2024,Bancada,10,Saude,244,Assistencia Comunitaria,10675764.09,5524975.84,Emenda bancada de Coronel Fernanda (PL/MT) para Saude - Assistencia Comunitaria em 2024
135,73579,Alberto Fraga,PL,DF,2020,Individual,16,Habitacao,451,Infraestrutura Urbana,12636944.66,4794744.71,Emenda individual de Alberto Fraga (PL/DF) para Habitacao - Infraestrutura Urbana em 2020
136,204376,Coronel Armando,PL,SC,2021,Individual,15,Urbanismo,452,Servicos Urbanos,10777389.56,7072235.23,Emenda individual de Coronel Armando (PL/SC) para Urbanismo - Servicos Urbanos em 2021
137,220587,Gerlen Diniz,PP,AC,2023,Comissao,18,Gestao Ambiental,452,Servicos Urbanos,3731590.5,2559444.02,Emenda comissao de Gerlen Diniz (PP/AC) para Gestao Ambiental - Servicos Urbanos em 2023
138,80815,Leo Prates,PDT,BA,2024,Bancada,08,Assistencia Social,122,Administracao Geral,2133974.33,744473.34,Emenda bancada de Leo Prates (PDT/BA) para Assistencia Social - Administracao Geral em 2024
139,74041,Luiz Couto,PT,PB,2024,Individual,13,Cultura,511,Saneamento Basico Rural,138222.36,111716.24,Emenda individual de Luiz Couto (PT/PB) para Cultura - Saneamento Basico Rural em 2024
140,234310,Ricardo Galvão,REDE,SP,2021,Individual,15,Urbanismo,512,Saneamento Basico Urbano,7316686.64,3897657.28,Emenda individual de Ricardo Galvão (REDE/SP) para Urbanismo - Saneamento Basico Urbano em 2021
141,122158,Pedro Paulo,PSD,RJ,2022,Comissao,18,Gestao Ambiental,512,Saneamento Basico Urbano,14713542.01,6873635.39,Emenda comissao de Pedro Paulo (PSD/RJ) para Gestao Ambiental - Saneamento Basico Urbano em 2022
142,80815,Leo Prates,PDT,BA,2023,Individual,08,Assistencia Social,452,Servicos Urbanos,11196106.76,8885896.68,Emenda individual de Leo Prates (PDT/BA) para Assistencia Social - Servicos Urbanos em 2023
143,220566,Lêda Borges,PSDB,GO,2021,Individual,18,Gestao Ambiental,244,Assistencia Comunitaria,651592.21,424579.96,Emenda individual de Lêda Borges (PSDB/GO) para Gestao Ambiental - Assistencia Comunitaria em 2021
144,230957,João Cury,MDB,SP,2023,Individual,19,Ciencia e Tecnologia,302,Assistencia Hospitalar,13665581.0,4246487.99,Emenda individual de João Cury (MDB/SP) para Ciencia e Tecnologia - Assistencia Hospitalar em 2023
145,220557,Daniela Reinehr,PL,SC,2021,Individual,18,Gestao Ambiental,452,Servicos Urbanos,11744726.84,5702252.16,Emenda individual de Daniela Reinehr (PL/SC) para Gestao Ambiental - Servicos Urbanos em 2021
146,220581,Luciano Amaral,PSD,AL,2022,Comissao,15,Urbanismo,302,Assistencia Hospitalar,12904198.54,7303861.26,Emenda comissao de Luciano Amaral (PSD/AL) para Urbanismo - Assistencia Hospitalar em 2022
147,220570,Ismael Alexandrino,PSD,GO,2023,Comissao,15,Urbanismo,181,Policiamento,634896.59,220877.05,Emenda comissao de Ismael Alexandrino (PSD/GO) para Urbanismo - Policiamento em 2023
148,204419,Glaustin da Fokus,PODE,GO,2020,Individual,08,Assistencia Social,181,Policiamento,1566802.58,1165111.19,Emenda individual de Glaustin da Fokus (PODE/GO) para Assistencia Social - Policiamento em 2020
149,220699,Castro Neto,PSD,PI,2022,Comissao,27,Desporto e Lazer,361,Ensino Fundamental,785265.43,673208.39,Emenda comissao de Castro Neto (PSD/PI) para Desporto e Lazer - Ensino Fundamental em 2022
150,204531,Guilherme Derrite,PL,SP,2023,Individual,13,Cultura,365,Educacao Infantil,8014378.14,5579206.48,Emenda individual de Guilherme Derrite (PL/SP) para Cultura - Educacao Infantil em 2023
151,221339,Dr Benjamim,UNIÃO,MA,2020,Bancada,06,Seguranca Publica,361,Ensino Fundamental,5799910.05,4513456.4,Emenda bancada de Dr Benjamim (UNIÃO/MA) para Seguranca Publica - Ensino Fundamental em 2020
152,229939,Newton Bonin,UNIÃO,PR,2021,Individual,20,Agricultura,361,Ensino Fundamental,3884262.36,1859507.85,Emenda individual de Newton Bonin (UNIÃO/PR) para Agricultura - Ensino Fundamental em 2021
153,136811,Afonso Hamm,PP,RS,2022,Bancada,04,Administracao,512,Saneamento Basico Urbano,2453836.77,1494903.98,Emenda bancada de Afonso Hamm (PP/RS) para Administracao - Saneamento Basico Urbano em 2022
154,204472,José Medeiros,PL,MT,2023,Bancada,20,Agricultura,364,Ensino Superior,6906853.61,3532753.19,Emenda bancada de José Medeiros (PL/MT) para Agricultura - Ensino Superior em 2023
155,122195,Leonardo Gadelha,PSC,PB,2020,Individual,19,Ciencia e Tecnologia,512,Saneamento Basico Urbano,8621648.12,6055572.77,Emenda individual de Leonardo Gadelha (PSC/PB) para Ciencia e Tecnologia - Saneamento Basico Urbano em 2020
156,220664,Guilherme Uchoa,PSB,PE,2023,Individual,10,Saude,452,Servicos Urbanos,8532342.35,6655735.94,Emenda individual de Guilherme Uchoa (PSB/PE) para Saude - Servicos Urbanos em 2023
157,220544,Antonio Andrade,REPUBLICANOS,TO,2023,Bancada,20,Agricultura,181,Policiamento,13553730.28,11426047.89,Emenda bancada de Antonio Andrade (REPUBLICANOS/TO) para Agricultura - Policiamento em 2023
158,178871,Evair Vieira de Melo,PP,ES,2022,Individual,20,Agricultura,511,Saneamento Basico Rural,2932966.64,1394446.02,Emenda individual de Evair Vieira de Melo (PP/ES) para Agricultura - Saneamento Basico Rural em 2022
159,74060,Daniel Almeida,PCdoB,BA,2020,Individual,15,Urbanismo,302,Assistencia Hospitalar,6668265.53,4705806.08,Emenda individual de Daniel Almeida (PCdoB/BA) para Urbanismo - Assistencia Hospitalar em 2020
160,220555,Daiana Santos,PCdoB,RS,2022,Bancada,12,Educacao,364,Ensino Superior,2717037.05,1066469.26,Emenda bancada de Daiana Santos (PCdoB/RS) para Educacao - Ensino Superior em 2022
161,229112,Pedro Jr,PL,TO,2024,Comissao,13,Cultura,782,Transporte Rodoviario,12474042.03,5986031.55,Emenda comissao de Pedro Jr (PL/TO) para Cultura - Transporte Rodoviario em 2024
162,171786,Miguel Ângelo,PT,MG,2022,Bancada,04,Administracao,364,Ensino Superior,7078137.69,2496526.78,Emenda bancada de Miguel Ângelo (PT/MG) para Administracao - Ensino Superior em 2022
163,160640,Eros Biondini,PL,MG,2023,Comissao,19,Ciencia e Tecnologia,244,Assistencia Comunitaria,12088355.9,6721640.05,Emenda comissao de Eros Biondini (PL/MG) para Ciencia e Tecnologia - Assistencia Comunitaria em 2023
164,204404,Lucas Redecker,PSDB,RS,2024,Individual,10,Saude,364,Ensino Superior,5591926.31,4609470.28,Emenda individual de Lucas Redecker (PSDB/RS) para Saude - Ensino Superior em 2024
165,220551,Franciane Bayer,REPUBLICANOS,RS,2022,Individual,20,Agricultura,451,Infraestrutura Urbana,3583946.34,1137964.8,Emenda individual de Franciane Bayer (REPUBLICANOS/RS) para Agricultura - Infraestrutura Urbana em 2022
166,220532,Rafael Prudente,MDB,DF,2021,Bancada,13,Cultura,122,Administracao Geral,9567518.44,5979577.28,Emenda bancada de Rafael Prudente (MDB/DF) para Cultura - Administracao Geral em 2021
167,178909,Hélio Leite,UNIÃO,PA,2020,Individual,15,Urbanismo,451,Infraestrutura Urbana,14199296.84,7285023.21,Emenda individual de Hélio Leite (UNIÃO/PA) para Urbanismo - Infraestrutura Urbana em 2020
168,233218,Nelinho Freitas,MDB,CE,2021,Comissao,12,Educacao,302,Assistencia Hospitalar,2121394.33,1310068.4,Emenda comissao de Nelinho Freitas (MDB/CE) para Educacao - Assistencia Hospitalar em 2021
169,122974,Pedro Lucas Fernandes,UNIÃO,MA,2021,Comissao,18,Gestao Ambiental,122,Administracao Geral,9858336.27,8710679.61,Emenda comissao de Pedro Lucas Fernandes (UNIÃO/MA) para Gestao Ambiental - Administracao Geral em 2021
170,222429,Luis Carlos Gomes,REPUBLICANOS,RJ,2022,Individual,26,Transporte,301,Atencao Basica,6725968.31,3129450.78,Emenda individual de Luis Carlos Gomes (REPUBLICANOS/RJ) para Transporte - Atencao Basica em 2022
171,228797,Júlio Oliveira,PP,TO,2022,Individual,12,Educacao,244,Assistencia Comunitaria,14669853.69,8084141.05,Emenda individual de Júlio Oliveira (PP/TO) para Educacao - Assistencia Comunitaria em 2022
172,220581,Luciano Amaral,PSD,AL,2020,Comissao,26,Transporte,362,Ensino Medio,12380447.12,4508604.72,Emenda comissao de Luciano Amaral (PSD/AL) para Transporte - Ensino Medio em 2020
173,229585,Elisangela Araujo,PT,BA,2024,Comissao,15,Urbanismo,244,Assistencia Comunitaria,853619.81,455368.96,Emenda comissao de Elisangela Araujo (PT/BA) para Urbanismo - Assistencia Comunitaria em 2024
174,220590,Coronel Ulysses,UNIÃO,AC,2021,Individual,04,Administracao,122,Administracao Geral,11500844.9,5117992.82,Emenda individual de Coronel Ulysses (UNIÃO/AC) para Administracao - Administracao Geral em 2021
175,218086,Ely Santos,REPUBLICANOS,SP,2021,Individual,19,Ciencia e Tecnologia,452,Servicos Urbanos,2298557.28,2138512.7,Emenda individual de Ely Santos (REPUBLICANOS/SP) para Ciencia e Tecnologia - Servicos Urbanos em 2021
176,220714,Adail Filho,REPUBLICANOS,AM,2021,Comissao,26,Transporte,452,Servicos Urbanos,8149210.31,6999843.05,Emenda comissao de Adail Filho (REPUBLICANOS/AM) para Transporte - Servicos Urbanos em 2021
177,204476,Chiquinho Brazão,S.PART.,RJ,2020,Individual,15,Urbanismo,452,Servicos Urbanos,5437809.96,4632481.58,Emenda individual de Chiquinho Brazão (S.PART./RJ) para Urbanismo - Servicos Urbanos em 2020
178,220697,Jadyel Alencar,PV,PI,2022,Individual,10,Saude,361,Ensino Fundamental,11151599.05,7452166.12,Emenda individual de Jadyel Alencar (PV/PI) para Saude - Ensino Fundamental em 2022
179,69871,Bacelar,PV,BA,2022,Individual,27,Desporto e Lazer,512,Saneamento Basico Urbano,1724904.75,1125823.05,Emenda individual de Bacelar (PV/BA) para Desporto e Lazer - Saneamento Basico Urbano em 2022
180,204423,André Ferreira,PL,PE,2024,Individual,11,Trabalho,511,Saneamento Basico Rural,9685776.19,3116935.54,Emenda individual de André Ferreira (PL/PE) para Trabalho - Saneamento Basico Rural em 2024
181,188097,Merlong Solano,PT,PI,2023,Bancada,19,Ciencia e Tecnologia,451,Infraestrutura Urbana,7405005.93,6936939.8,Emenda bancada de Merlong Solano (PT/PI) para Ciencia e Tecnologia - Infraestrutura Urbana em 2023
182,204374,Bia Kicis,PL,DF,2024,Individual,12,Educacao,365,Educacao Infantil,1980254.67,1459491.74,Emenda individual de Bia Kicis (PL/DF) para Educacao - Educacao Infantil em 2024
183,213274,Ricardo Silva,PSD,SP,2022,Individual,16,Habitacao,181,Policiamento,9001138.64,4558432.44,Emenda individual de Ricardo Silva (PSD/SP) para Habitacao - Policiamento em 2022
184,178987,Orlando Silva,PCdoB,SP,2020,Bancada,20,Agricultura,451,Infraestrutura Urbana,1804769.68,1368555.17,Emenda bancada de Orlando Silva (PCdoB/SP) para Agricultura - Infraestrutura Urbana em 2020
185,226075,Priscila Costa,PL,CE,2021,Individual,11,Trabalho,452,Servicos Urbanos,13332556.23,7861801.76,Emenda individual de Priscila Costa (PL/CE) para Trabalho - Servicos Urbanos em 2021
186,220668,Maria Arraes,SOLIDARIEDADE,PE,2020,Individual,18,Gestao Ambiental,451,Infraestrutura Urbana,4756601.21,2275666.74,Emenda individual de Maria Arraes (SOLIDARIEDADE/PE) para Gestao Ambiental - Infraestrutura Urbana em 2020
187,220625,Delegada Ione,AVANTE,MG,2020,Individual,15,Urbanismo,512,Saneamento Basico Urbano,1371928.92,826331.4,Emenda individual de Delegada Ione (AVANTE/MG) para Urbanismo - Saneamento Basico Urbano em 2020
188,208297,Katia Dias,REPUBLICANOS,MG,2024,Individual,04,Administracao,361,Ensino Fundamental,14353706.9,9949679.11,Emenda individual de Katia Dias (REPUBLICANOS/MG) para Administracao - Ensino Fundamental em 2024
189,220666,Coronel Meira,PL,PE,2023,Comissao,18,Gestao Ambiental,365,Educacao Infantil,10843804.11,10603928.73,Emenda comissao de Coronel Meira (PL/PE) para Gestao Ambiental - Educacao Infantil em 2023
190,220563,Icaro de Valmir,PL,SE,2024,Individual,13,Cultura,302,Assistencia Hospitalar,2405479.62,1533571.62,Emenda individual de Icaro de Valmir (PL/SE) para Cultura - Assistencia Hospitalar em 2024
191,74171,Chico Alencar,PSOL,RJ,2024,Individual,13,Cultura,452,Servicos Urbanos,11462823.92,8045412.26,Emenda individual de Chico Alencar (PSOL/RJ) para Cultura - Servicos Urbanos em 2024
192,220648,Marangoni,UNIÃO,SP,2024,Bancada,19,Ciencia e Tecnologia,782,Transporte Rodoviario,9676217.54,3080691.71,Emenda bancada de Marangoni (UNIÃO/SP) para Ciencia e Tecnologia - Transporte Rodoviario em 2024
193,220708,Gabriel Nunes,PSD,BA,2022,Bancada,10,Saude,361,Ensino Fundamental,4703871.86,2530105.71,Emenda bancada de Gabriel Nunes (PSD/BA) para Saude - Ensino Fundamental em 2022
194,121948,Adriano do Baldy,PP,GO,2021,Individual,06,Seguranca Publica,452,Servicos Urbanos,6071686.73,2424498.94,Emenda individual de Adriano do Baldy (PP/GO) para Seguranca Publica - Servicos Urbanos em 2021
195,226708,Allan Garcês,PP,MA,2024,Individual,12,Educacao,181,Policiamento,6355504.16,3423247.33,Emenda individual de Allan Garcês (PP/MA) para Educacao - Policiamento em 2024
196,178886,Juscelino Filho,UNIÃO,MA,2022,Bancada,26,Transporte,181,Policiamento,8557143.99,3076035.93,Emenda bancada de Juscelino Filho (UNIÃO/MA) para Transporte - Policiamento em 2022
197,220675,Antônio Doido,MDB,PA,2024,Individual,06,Seguranca Publica,361,Ensino Fundamental,1315564.76,802730.1,Emenda individual de Antônio Doido (MDB/PA) para Seguranca Publica - Ensino Fundamental em 2024
198,178866,Luizianne Lins,PT,CE,2023,Individual,27,Desporto e Lazer,122,Administracao Geral,3311977.58,2181408.91,Emenda individual de Luizianne Lins (PT/CE) para Desporto e Lazer - Administracao Geral em 2023
199,204472,José Medeiros,PL,MT,2022,Bancada,18,Gestao Ambiental,302,Assistencia Hospitalar,8937700.33,5978015.5,Emenda bancada de José Medeiros (PL/MT) para Gestao Ambiental - Assistencia Hospitalar em 2022
200,100689,Hildo do Candango,REPUBLICANOS,GO,2023,Comissao,10,Saude,362,Ensino Medio,916251.18,405987.4,Emenda comissao de Hildo do Candango (REPUBLICANOS/GO) para Saude - Ensino Medio em 2023
201,226553,Eliane Braz,PSD,CE,2022,Individual,04,Administracao,361,Ensino Fundamental,1887766.72,1223593.25,Emenda individual de Eliane Braz (PSD/CE) para Administracao - Ensino Fundamental em 2022
202,156190,Marcel van Hattem,NOVO,RS,2023,Individual,06,Seguranca Publica,361,Ensino Fundamental,3528649.67,2438672.71,Emenda individual de Marcel van Hattem (NOVO/RS) para Seguranca Publica - Ensino Fundamental em 2023
203,215043,Josivaldo JP,PSD,MA,2020,Individual,12,Educacao,451,Infraestrutura Urbana,6950338.33,2463921.55,Emenda individual de Josivaldo JP (PSD/MA) para Educacao - Infraestrutura Urbana em 2020
204,204533,Idilvan Alencar,PDT,CE,2024,Individual,20,Agricultura,451,Infraestrutura Urbana,9638110.87,4844699.02,Emenda individual de Idilvan Alencar (PDT/CE) para Agricultura - Infraestrutura Urbana em 2024
205,220616,Luciano Vieira,PSDB,RJ,2021,Bancada,10,Saude,365,Educacao Infantil,9310066.42,8215371.49,Emenda bancada de Luciano Vieira (PSDB/RJ) para Saude - Educacao Infantil em 2021
206,74253,Julio Lopes,PP,RJ,2020,Individual,12,Educacao,451,Infraestrutura Urbana,8874182.2,5917072.01,Emenda individual de Julio Lopes (PP/RJ) para Educacao - Infraestrutura Urbana em 2020
207,138286,Luciano Alves,PSD,PR,2022,Individual,19,Ciencia e Tecnologia,364,Ensino Superior,11708856.24,4138677.48,Emenda individual de Luciano Alves (PSD/PR) para Ciencia e Tecnologia - Ensino Superior em 2022
208,141408,Cleber Verde,REPUBLICANOS,MA,2021,Comissao,16,Habitacao,782,Transporte Rodoviario,5305691.46,4293181.81,Emenda comissao de Cleber Verde (REPUBLICANOS/MA) para Habitacao - Transporte Rodoviario em 2021
209,204511,David Soares,UNIÃO,SP,2021,Individual,08,Assistencia Social,302,Assistencia Hospitalar,2685135.43,1092873.89,Emenda individual de David Soares (UNIÃO/SP) para Assistencia Social - Assistencia Hospitalar em 2021
210,160538,Bohn Gass,PT,RS,2023,Individual,06,Seguranca Publica,511,Saneamento Basico Rural,8499658.7,5997594.3,Emenda individual de Bohn Gass (PT/RS) para Seguranca Publica - Saneamento Basico Rural em 2023
211,115200,Raniery Paulino,REPUBLICANOS,PB,2024,Individual,15,Urbanismo,244,Assistencia Comunitaria,14567498.66,7593996.64,Emenda individual de Raniery Paulino (REPUBLICANOS/PB) para Urbanismo - Assistencia Comunitaria em 2024
212,178983,Marcio Alvino,PL,SP,2023,Bancada,12,Educacao,512,Saneamento Basico Urbano,11965312.22,8543159.1,Emenda bancada de Marcio Alvino (PL/SP) para Educacao - Saneamento Basico Urbano em 2023
213,74141,Josias Gomes,PT,BA,2022,Individual,16,Habitacao,302,Assistencia Hospitalar,660347.96,368550.97,Emenda individual de Josias Gomes (PT/BA) para Habitacao - Assistencia Hospitalar em 2022
214,204419,Glaustin da Fokus,PSC,GO,2020,Bancada,12,Educacao,244,Assistencia Comunitaria,7655310.48,4776134.13,Emenda bancada de Glaustin da Fokus (PSC/GO) para Educacao - Assistencia Comunitaria em 2020
215,204390,Professor Alcides,PL,GO,2020,Individual,04,Administracao,181,Policiamento,12166257.17,9201172.63,Emenda individual de Professor Alcides (PL/GO) para Administracao - Policiamento em 2020
216,220670,Iza Arruda,MDB,PE,2024,Individual,20,Agricultura,512,Saneamento Basico Urbano,1021918.13,380614.75,Emenda individual de Iza Arruda (MDB/PE) para Agricultura - Saneamento Basico Urbano em 2024
217,141464,José Airton Félix Cirilo,PT,CE,2024,Bancada,11,Trabalho,302,Assistencia Hospitalar,683217.68,543387.07,Emenda bancada de José Airton Félix Cirilo (PT/CE) para Trabalho - Assistencia Hospitalar em 2024
218,160161,Marcelo Queiroz,PSDB,RJ,2024,Individual,16,Habitacao,782,Transporte Rodoviario,5655494.53,2816580.52,Emenda individual de Marcelo Queiroz (PSDB/RJ) para Habitacao - Transporte Rodoviario em 2024
219,160510,Luis Tibé,AVANTE,MG,2024,Individual,04,Administracao,365,Educacao Infantil,9500209.96,5075530.33,Emenda individual de Luis Tibé (AVANTE/MG) para Administracao - Educacao Infantil em 2024
220,141456,Jilmar Tatto,PT,SP,2023,Individual,12,Educacao,782,Transporte Rodoviario,10883631.46,8267150.52,Emenda individual de Jilmar Tatto (PT/SP) para Educacao - Transporte Rodoviario em 2023
221,220659,Dayany do Capitão,UNIÃO,CE,2024,Bancada,13,Cultura,302,Assistencia Hospitalar,13759522.18,7115904.99,Emenda bancada de Dayany do Capitão (UNIÃO/CE) para Cultura - Assistencia Hospitalar em 2024
222,171139,Loreny,SOLIDARIEDADE,SP,2020,Individual,06,Seguranca Publica,122,Administracao Geral,5712521.66,4879426.76,Emenda individual de Loreny (SOLIDARIEDADE/SP) para Seguranca Publica - Administracao Geral em 2020
223,220608,Cristiane Lopes,UNIÃO,RO,2024,Individual,15,Urbanismo,181,Policiamento,10089795.0,6618319.71,Emenda individual de Cristiane Lopes (UNIÃO/RO) para Urbanismo - Policiamento em 2024
224,204501,Alencar Santana,PT,SP,2021,Comissao,13,Cultura,364,Ensino Superior,5191811.94,4341960.84,Emenda comissao de Alencar Santana (PT/SP) para Cultura - Ensino Superior em 2021
225,204481,Dr. Jaziel,PL,CE,2021,Individual,08,Assistencia Social,361,Ensino Fundamental,12681982.99,4702460.71,Emenda individual de Dr. Jaziel (PL/CE) para Assistencia Social - Ensino Fundamental em 2021
226,229112,Pedro Jr,PL,TO,2024,Individual,19,Ciencia e Tecnologia,181,Policiamento,5117789.14,4280597.26,Emenda individual de Pedro Jr (PL/TO) para Ciencia e Tecnologia - Policiamento em 2024
227,220555,Daiana Santos,PCdoB,RS,2021,Individual,20,Agricultura,451,Infraestrutura Urbana,12487041.34,10486223.6,Emenda individual de Daiana Santos (PCdoB/RS) para Agricultura - Infraestrutura Urbana em 2021
228,220705,Deltan Dallagnol,PODE,PR,2020,Individual,11,Trabalho,512,Saneamento Basico Urbano,10177807.54,4745617.93,Emenda individual de Deltan Dallagnol (PODE/PR) para Trabalho - Saneamento Basico Urbano em 2020
229,81055,Márcio Jerry,PCdoB,MA,2023,Individual,20,Agricultura,364,Ensino Superior,3663610.61,3575382.24,Emenda individual de Márcio Jerry (PCdoB/MA) para Agricultura - Ensino Superior em 2023
230,220628,Mauricio do Vôlei,PL,MG,2022,Bancada,19,Ciencia e Tecnologia,362,Ensino Medio,8599248.96,5231939.42,Emenda bancada de Mauricio do Vôlei (PL/MG) para Ciencia e Tecnologia - Ensino Medio em 2022
231,220531,Gilvan Maximo,REPUBLICANOS,DF,2024,Individual,04,Administracao,451,Infraestrutura Urbana,14497395.48,12639175.4,Emenda individual de Gilvan Maximo (REPUBLICANOS/DF) para Administracao - Infraestrutura Urbana em 2024
232,220582,Daniel Barbosa,PP,AL,2020,Bancada,19,Ciencia e Tecnologia,364,Ensino Superior,13124342.48,9031890.61,Emenda bancada de Daniel Barbosa (PP/AL) para Ciencia e Tecnologia - Ensino Superior em 2020
233,204488,Célio Studart,PSD,CE,2024,Comissao,11,Trabalho,452,Servicos Urbanos,4347438.91,3626554.33,Emenda comissao de Célio Studart (PSD/CE) para Trabalho - Servicos Urbanos em 2024
234,220587,Gerlen Diniz,PP,AC,2021,Bancada,27,Desporto e Lazer,782,Transporte Rodoviario,1466532.19,1374659.03,Emenda bancada de Gerlen Diniz (PP/AC) para Desporto e Lazer - Transporte Rodoviario em 2021
235,220547,Marcos Pollon,PL,MS,2023,Individual,13,Cultura,301,Atencao Basica,7579906.01,3524994.75,Emenda individual de Marcos Pollon (PL/MS) para Cultura - Atencao Basica em 2023
236,220548,Camila Jara,PT,MS,2020,Individual,13,Cultura,362,Ensino Medio,1576338.55,1261532.69,Emenda individual de Camila Jara (PT/MS) para Cultura - Ensino Medio em 2020
237,141459,João Maia,PP,RN,2021,Individual,04,Administracao,361,Ensino Fundamental,13769202.96,8684490.39,Emenda individual de João Maia (PP/RN) para Administracao - Ensino Fundamental em 2021
238,204367,Daniel Freitas,PL,SC,2023,Individual,04,Administracao,181,Policiamento,178242.85,63357.85,Emenda individual de Daniel Freitas (PL/SC) para Administracao - Policiamento em 2023
239,204411,Filipe Barros,PL,PR,2021,Individual,08,Assistencia Social,452,Servicos Urbanos,10935798.3,7320861.41,Emenda individual de Filipe Barros (PL/PR) para Assistencia Social - Servicos Urbanos em 2021
240,204462,Chris Tonietto,PL,RJ,2021,Individual,04,Administracao,364,Ensino Superior,811466.75,481912.15,Emenda individual de Chris Tonietto (PL/RJ) para Administracao - Ensino Superior em 2021
241,227275,Mariana Carvalho,PODE,MA,2023,Individual,12,Educacao,302,Assistencia Hospitalar,344886.75,227888.41,Emenda individual de Mariana Carvalho (PODE/MA) para Educacao - Assistencia Hospitalar em 2023
242,220712,Fausto Santos Jr.,UNIÃO,AM,2022,Individual,11,Trabalho,361,Ensino Fundamental,9260662.78,4337647.84,Emenda individual de Fausto Santos Jr. (UNIÃO/AM) para Trabalho - Ensino Fundamental em 2022
243,229432,Luiz Fernando Vampiro,MDB,SC,2020,Individual,06,Seguranca Publica,244,Assistencia Comunitaria,5472995.99,5294480.95,Emenda individual de Luiz Fernando Vampiro (MDB/SC) para Seguranca Publica - Assistencia Comunitaria em 2020
244,229259,Pedro Tourinho,PT,SP,2024,Individual,16,Habitacao,511,Saneamento Basico Rural,5917760.62,3722830.98,Emenda individual de Pedro Tourinho (PT/SP) para Habitacao - Saneamento Basico Rural em 2024
245,74299,Leônidas Cristino,PDT,CE,2020,Individual,13,Cultura,364,Ensino Superior,1106637.41,518778.5,Emenda individual de Leônidas Cristino (PDT/CE) para Cultura - Ensino Superior em 2020
246,73441,Celso Russomanno,REPUBLICANOS,SP,2022,Individual,04,Administracao,122,Administracao Geral,5349255.79,2872459.85,Emenda individual de Celso Russomanno (REPUBLICANOS/SP) para Administracao - Administracao Geral em 2022
247,143632,Domingos Neto,PSD,CE,2023,Comissao,19,Ciencia e Tecnologia,511,Saneamento Basico Rural,7230114.46,3091557.89,Emenda comissao de Domingos Neto (PSD/CE) para Ciencia e Tecnologia - Saneamento Basico Rural em 2023
248,220603,Dani Cunha,UNIÃO,RJ,2023,Individual,12,Educacao,181,Policiamento,3103705.79,2649870.91,Emenda individual de Dani Cunha (UNIÃO/RJ) para Educacao - Policiamento em 2023
249,178831,ANDRÉ ABDON,PP,AP,2024,Individual,13,Cultura,364,Ensino Superior,12249550.6,7734119.27,Emenda individual de ANDRÉ ABDON (PP/AP) para Cultura - Ensino Superior em 2024
250,204356,Amaro Neto,REPUBLICANOS,ES,2021,Individual,04,Administracao,244,Assistencia Comunitaria,12945864.1,4316964.4,Emenda individual de Amaro Neto (REPUBLICANOS/ES) para Administracao - Assistencia Comunitaria em 2021
251,230957,João Cury,MDB,SP,2022,Individual,26,Transporte,302,Assistencia Hospitalar,6060324.44,3683560.0,Emenda individual de João Cury (MDB/SP) para Transporte - Assistencia Hospitalar em 2022
252,74156,Leonardo Monteiro,PT,MG,2023,Bancada,13,Cultura,361,Ensino Fundamental,5573469.21,4782614.08,Emenda bancada de Leonardo Monteiro (PT/MG) para Cultura - Ensino Fundamental em 2023
253,220708,Gabriel Nunes,PSD,BA,2023,Individual,04,Administracao,302,Assistencia Hospitalar,9076554.15,7947783.85,Emenda individual de Gabriel Nunes (PSD/BA) para Administracao - Assistencia Hospitalar em 2023
254,160604,Pedro Uczai,PT,SC,2020,Individual,26,Transporte,365,Educacao Infantil,9947696.4,5118558.33,Emenda individual de Pedro Uczai (PT/SC) para Transporte - Educacao Infantil em 2020
255,166402,Magda Mofatto,PL,GO,2023,Individual,06,Seguranca Publica,181,Policiamento,731091.93,664581.59,Emenda individual de Magda Mofatto (PL/GO) para Seguranca Publica - Policiamento em 2023
256,204563,Josimar Maranhãozinho,PL,MA,2022,Bancada,20,Agricultura,451,Infraestrutura Urbana,11893019.65,4045418.31,Emenda bancada de Josimar Maranhãozinho (PL/MA) para Agricultura - Infraestrutura Urbana em 2022
